id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
Naafiri;950;Naafiri;The Hound of a Hundred Bites;19/7/2023;22;2.7%;51.7%;2.4%;1.5/5.2/15.7;0.0000;Across the sands of Shurima, a chorus of howls rings out. It is the call of the dune hounds, voracious predators who form packs and compete for the right to hunt in these barren lands. Among them, one pack stands above all, for they are driven not onlyÖ;;;;2;Middle;Melee;Assassin;Mana;635;120;400;55.0;340;30;4.7;32;2.05;125;9.0;0.9;7.5;1.0;55;2.1;0.663;2.1;Darkin Daggers;Naafiri hurls up to two daggers, each inflicting bleed, or each inflicting bonus damage if the target is already bleeding. Packmates leap to attack champions hit by this skill.;55/60/65/70/75;9/8.5/8/7.5/7;Hounds' Pursuit;Naafiri and her packmates dash at an enemy, colliding with the first champion hit and dealing damage.;70/60/50/40/30;22/20/18/16/14;Eviscerate;Naafiri dashes and damages enemies in an area around her, recalling her packmates and fully healing them.;35/35/35/35/35;10/9.5/9/8.5/8;The Call of the Pack;Naafiri empowers her pack and spawns additional packmates, instantly receiving a burst of speed and vision and gaining a shield the first time she hits another champion. After killing another champion for the first time, all effects are refreshed.;0;120/110/100
Nami;267;Nami;the Tidecaller;7/12/2012;34;9.9%;52.1%;1.5%;5.1/5.5/5.4;0.0005;A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...;4;3;7;5;Support;Ranged;Support,Mage;Mana;475;74;365;43;335;29;4;30;0.5;550;5.5;0.55;11.5;0.4;51.208;3.1;0.644;2.61;Aqua Prison;Sends a bubble to a target area, dealing damage and stunning all enemies on impact.;60/60/60/60/60;12/11/10/9/8;Ebb and Flow;Unleashes a stream of water that bounces back and forth between allied and enemy champions, healing allies and damaging enemies.;70/85/100/115/130;10/10/10/10/10;Tidecaller's Blessing;Empowers an allied champion for a short duration. The ally's basic attacks and spells deal bonus magic damage and slow the target.;55/60/65/70/75;11/11/11/11/11;Tidal Wave;Summons a massive Tidal Wave that knocks up, slows, and damages enemies. Allies hit gain double the effect of Surging Tides.;100/100/100;120/110/100
Nasus;75;Nasus;the Curator of the Sands;1/10/2009;20;8.3%;51.5%;14.2%;2.1/6.7/13.6;0.0000;Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...;7;5;6;6;Top;Melee;Fighter,Tank;Mana;561.2;90;325.6;42;350;34;3.5;32.1;1.25;125;9;0.9;7.44;0.5;67;3.5;0.638;3.48;Siphoning Strike;Nasus strikes his foe, dealing damage and increasing the power of his future Siphoning Strikes if he slays his target.;20/20/20/20/20;8/7/6/5/4;Wither;Nasus ages an enemy champion, decelerating their Movement and Attack Speeds over time.;80/80/80/80/80;15/14/13/12/11;Spirit Fire;Nasus unleashes a spirit flame at a location, dealing damage and reducing the Armor of enemies who stand on it.;70/85/100/115/130;12/12/12/12/12;Fury of the Sands;Nasus unleashes a mighty sandstorm that batters nearby enemies. While the storm rages, he gains increased Health, Attack Range, damages nearby enemies, has a reduced cooldown on Siphoning Strike, and gains bonus Armor and Magic Resistance for the duration.;100/100/100;120/120/120
Nautilus;111;Nautilus;the Titan of the Depths;14/2/2012;134;10.1%;48.6%;17.0%;4.7/6.2/9.4;0.0001;A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...;4;6;6;6;Support;Melee;Tank,Fighter;Mana;576.48;86;400;47;325;39;3.75;32.1;1.25;175;8.5;0.55;8.626;0.5;61;3.3;0.706;1;Dredge Line;Nautilus hurls his anchor forward. If it hits a champion, he drags both himself and the opponent close together. If it hits terrain, Nautilus instead pulls himself to the anchor, the cooldown of Dredge Line is reduced by half, and half the Mana cost is refunded.;60/60/60/60/60;14/13/12/11/10;Titan's Wrath;Nautilus surrounds himself with dark energies, gaining a shield that blocks incoming damage. While the shield persists, his attacks apply a damage over time effect to enemies around his target.;80/80/80/80/80;12/12/12/12/12;Riptide;Nautilus slams the ground, causing the earth to explode around him in a set of three explosions. Each explosion damages and slows enemies.;50/60/70/80/90;7/6.5/6/5.5/5;Depth Charge;Nautilus fires a shockwave into the earth that chases an opponent. This shockwave rips up the earth above it, knocking enemies into the air. When it reaches the opponent, the shockwave erupts, knocking his target into the air and stunning them.;100/100/100;120/100/80
Neeko;518;Neeko;the Curious Chameleon;5/12/2018;79;2.9%;50.0%;0.8%;7.1/5.5/7.9;0.0004;Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where‚Äîor who‚ÄîNeeko might be...;1;1;9;5;Middle,Support;Ranged;Mage,Support;Mana;540;90;450;30;340;21;4;30;0.5;550;7.5;0.75;7;0.7;48;2.5;0.625;3.5;Blooming Burst;Neeko throws a seed dealing magic damage. The seed blooms again on hitting champions or killing units.;50/60/70/80/90;7/7/7/7/7;Shapesplitter;Neeko passively deals bonus magic damage every third attack. Neeko can activate to send a clone in a direction.;0/0/0/0/0;20/19/18/17/16;Tangle-Barbs;Neeko slings a tangle that damage and root everything it passes through. If the tangle hits an enemy, it becomes larger, faster, and roots for longer.;60/65/70/75/80;12/11.5/11/10.5/10;Pop Blossom;After a short preparation, Neeko leaps into the air and gains a shield. Upon landing, nearby enemies are damaged and stunned. The preparation is hidden if Neeko is disguised.;100/100/100;90/90/90
Nidalee;76;Nidalee;the Bestial Huntress;17/12/2009;155;4.8%;47.8%;3.6%;7.9/6.4/6.2;0.0060;Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...;5;4;7;8;Jungle;Ranged;Assassin,Mage;Mana;545;85;295.6;45;335;28;3.5;30;0.5;525;6;0.6;6;0.8;61;3.5;0.638;3.22;Javelin Toss / Takedown;In human form, Nidalee throws a spiked javelin at her target that gains damage as it flies.  As a cougar, her next attack will attempt to fatally wound her target, dealing more damage the less life they have.;50/60/70/80/90;6/6/6/6/6;Bushwhack / Pounce;In human form, Nidalee lays a trap for unwary opponents that, when sprung, damages and reveals its target. As a cougar, she jumps in a direction, dealing damage in an area where she lands.;40/45/50/55/60;13/12/11/10/9;Primal Surge / Swipe;In human form, Nidalee channels the spirit of the cougar to heal her allies and imbue them with Attack Speed for a short duration. As a cougar, she claws in a direction, dealing damage to enemies in front of her.;60/75/90/105/120;12/12/12/12/12;Aspect Of The Cougar;Nidalee transforms into a cougar, gaining new abilities.;0/0/0/0;3/3/3/3
Nilah;895;Nilah;The Joy Unbound;13/7/2022;49;1.9%;51.6%;2.9%;7.1/5.8/8.4;0.0004;Nilah is an ascetic warrior from a distant land, seeking the world's deadliest, most titanic opponents so that she might challenge and destroy them. Having won her power through an encounter with the long-imprisoned demon of joy, she has no emotionsÖ;;;;8;Bottom;Melee;Skirmisher;Mana;570;101;350;35.0;340;27;4.5;32;2.05;225;6.0;0.9;8.2;0.7;58;2.0;0.697;3.0;Formless Blade;With a snap of her whip-blade, Nilah damages any enemies she hits in a straight line in her chosen direction. This action extends her attack range for a short duration.;30/30/30/30/30;4/4/4/4/4;Jubilant Veil;Nilah envelops herself in mist, increasing her movement speed and allowing her to gracefully dodge all incoming attacks. Any allies she touches during the mist's duration will also gain this effect.;60/45/30/15/0;26/25/24/23/22;Slipstream;Nilah enthusiastically dashes toward her target, dealing damage to any enemies she passes through on the way.;50/50/50/50/50;0.5/0.5/0.5/0.5/0.5;Apotheosis;Twirling her whip-blade in joyful exuberance, Nilah deals damage to enemies around her before pulling them closer with her weapon.;80/80/80;110/95/80
Nocturne;56;Nocturne;the Eternal Nightmare;15/3/2011;115;6.9%;51.8%;10.4%;5.9/6.7/11.2;0.0001;A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...;9;5;2;4;Jungle;Melee;Assassin,Fighter;Mana;585;85;275;35;345;38;3.5;32.1;0.75;125;7;0.75;7;0.45;62;3.1;0.721;2.7;Duskbringer;Nocturne throws a shadow blade that deals damage, leaves a Dusk Trail, and causes champions to leave a Dusk Trail. While on the trail, Nocturne can move through units and has increased Movement Speed and Attack Damage.;60/65/70/75/80;10/10/10/10/10;Shroud of Darkness;Nocturne empowers his blades, passively gaining Attack Speed. Activating Shroud of Darkness allows Nocturne to fade into the shadows, creating a magical barrier which blocks a single enemy ability and doubles his passive Attack Speed if successful.;50/50/50/50/50;20/18/16/14/12;Unspeakable Horror;Nocturne plants a nightmare into his target's mind, dealing damage each second and applying fear to the target if they do not get out of range by the end of the duration.;60/65/70/75/80;15/14/13/12/11;Paranoia;Nocturne reduces the sight radius of all enemy champions and removes their ally vision in the process. He can then launch himself at a nearby enemy champion.;100/100/100;150/125/100
Nunu;20;Nunu & Willump;the Boy and His Yeti;21/2/2009;161;3.7%;49.4%;0.7%;6.8/6.6/4.8;0.0020;Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster‚Äîonly to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...;4;6;7;4;Jungle;Melee;Tank,Fighter;Mana;570;82;280;42;345;32;3;32.1;1.25;125;5;0.8;7;0.5;61;3;0.625;2.25;Consume;Willump takes a bite out of a minion, monster, or enemy champion, dealing damage and healing himself.;60/60/60/60/60;12/11/10/9/8;Biggest Snowball Ever!;Willump creates a snowball that grows in size and speed as he rolls it.  The snowball damages and knocks up enemies.;50/55/60/65/70;14/14/14/14/14;Snowball Barrage;Nunu throws multiple snowballs that damage enemies.  When he's finished, Willump roots any champions or large monsters that were hit by a snowball.;50/55/60/65/70;14/14/14/14/14;Absolute Zero;Nunu & Willump create a powerful blizzard in an area that slows enemies and deals massive damage at the end.;100/100/100;110/100/90
Olaf;2;Olaf;the Berserker;9/6/2010;80;1.7%;49.5%;1.1%;5.6/5.4/8.7;0.0006;An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing‚Äîa coward's fate, and a great...;9;5;3;3;Top;Melee;Fighter,Tank;Mana;597.24;93;315.6;42;350;35;3;32.1;1.25;125;8.5;0.9;7.466;0.575;68;3.5;0.694;2.7;Undertow;Olaf throws an axe into the ground at a target location, dealing damage to enemies it passes through and slowing their Movement Speed. If Olaf picks up the axe, the ability's cooldown is reduced by 4.5 seconds.;60/60/60/60/60;7/7/7/7/7;Vicious Strikes;Olaf's Attack Speed is increased, he gains Life Steal and has increased healing from all sources based on how much Health he is missing.;30/30/30/30/30;16/16/16/16/16;Reckless Swing;Olaf attacks with such force that it deals true damage to his target and himself, refunding the Health cost if he destroys the target.;0/0/0/0/0;11/10/9/8/7;Ragnarok;Olaf temporarily becomes immune to disables.;0/0/0;100/90/80
Orianna;61;Orianna;the Lady of Clockwork;1/6/2011;91;4.8%;49.2%;0.8%;4.0/5.0/8.5;0.0001;Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...;4;3;9;7;Middle;Ranged;Mage,Support;Mana;530;91;418;25;325;17.04;3;26;0.5;525;7;0.55;8;0.8;40.368;2.6;0.658;3.5;Command: Attack;Orianna commands her Ball to fire toward a target location, dealing magic damage to targets along the way (deals less damage to subsequent targets). Her Ball remains at the target location after.;30/35/40/45/50;6/5.25/4.5/3.75/3;Command: Dissonance;Orianna commands the Ball to release a pulse of energy, dealing magic damage around it. This leaves a field behind that speeds up allies and slows enemies.;70/80/90/100/110;7/7/7/7/7;Command: Protect;Orianna commands her Ball to attach to an allied champion, shielding them and dealing magic damage to any enemies it passes through on the way. Additionally, the Ball grants additional Armor and Magic Resist to the champion it is attached to.;60/60/60/60/60;9/9/9/9/9;Command: Shockwave;Orianna commands her Ball to unleash a shockwave, dealing magic damage and launching nearby enemies towards the Ball after a short delay.;100/100/100;110/95/80
Ornn;516;Ornn;The Fire below the Mountain;23/8/2017;65;4.5%;51.7%;0.8%;7.2/7.3/7.6;0.0005;Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...;5;9;3;5;Top;Melee;Tank,Fighter;Mana;590;95;340.6;45;335;36;4;32.1;1.25;175;9;0.9;8.01;0.6;69;3.5;0.625;2;Volcanic Rupture;Ornn slams the ground, sending out a fissure dealing damage and slowing enemies hit. After a small delay, a magma pillar forms at the end location.;45/45/45/45/45;9/8.5/8/7.5/7;Bellows Breath;Ornn advances, breathing fire. Enemies hit by the final gout of flame become Brittle.;45/50/55/60/65;12/11.5/11/10.5/10;Searing Charge;Ornn charges, dealing damage to enemies he passes through. If Ornn collides with terrain while charging, the impact creates a shockwave around him which deals damage and knocks up enemies.;35/40/45/50/55;16/15/14/13/12;Call of the Forge God;Ornn summons a massive elemental at a location which travels toward him with increasing speed. Enemies run over by the elemental take damage, are slowed and are made Brittle. Ornn can recast the ability to charge into the elemental, redirecting it in the direction he hits it, causing the elemental to affect any enemies it runs over to be knocked up, dealing the same damage and re-applying Brittle.;100/100/100;140/120/100
Pantheon;80;Pantheon;the Unbreakable Spear;2/2/2010;37;5.8%;49.2%;2.0%;4.4/6.2/10.2;0.0000;Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...;9;4;3;4;Top,Support,Jungle,Middle;Melee;Fighter,Assassin;Mana;580;95;317.12;31;355;40;3.75;28;1.25;175;10;0.65;7.356;0.45;64;3.3;0.644;2.95;Comet Spear;Pantheon either thrusts his spear or throws his spear in the chosen direction.;40/40/40/40/40;10/9.5/9/8.5/8;Shield Vault;Pantheon dashes to a target, damaging and stunning them.;55/55/55/55/55;13/12/11/10/9;Aegis Assault;Pantheon sets his shield, becoming invulnerable to damage from the front and striking repeatedly with his spear.;80/80/80/80/80;22/20.5/19/17.5/16;Grand Starfall;Pantheon composes himself and then leaps into the air, landing at a chosen location as a comet.;100/100/100;180/165/150
Poppy;78;Poppy;Keeper of the Hammer;13/1/2010;41;7.9%;51.5%;8.0%;6.7/7.6/9.5;0.0007;Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled ‚ÄúHero of Demacia,‚Äù said...;6;7;2;6;Top,Jungle;Melee;Tank,Fighter;Mana;540;90;280;40;345;38;3.5;32;1.25;125;8;0.8;7;0.7;64;4;0.625;2.5;Hammer Shock;Poppy swings her hammer, dealing damage and creating a zone that will slow enemies and explode after a delay.;35/40/45/50/55;8/7/6/5/4;Steadfast Presence;Poppy passively gains Armor and Magic Resist. This bonus increases when she is low on Health. Poppy can activate Steadfast Presence to gain movement speed and stop enemy dashes around her. If a dash is stopped, the enemy is slowed and grounded.;50/50/50/50/50;24/22/20/18/16;Heroic Charge;Poppy dashes to the target and pushes it back. If the target is pushed into a wall, it is stunned.;70/70/70/70/70;14/13/12/11/10;Keeper's Verdict;Poppy channels a hammer strike that knocks enemies very far away.;100/100/100;140/120/100
Pyke;555;Pyke;the Bloodharbor Ripper;31/5/2018;138;7.6%;48.9%;20.0%;8.1/6.8/5.8;0.0015;A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish‚Ä¶ and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...;9;3;1;7;Support;Melee;Support,Assassin;Mana;600;90;415;50;330;45;5;32;1.5;150;7;0.5;8;1;62;2;0.667;2.5;Bone Skewer;Pyke either stabs an enemy in front of him or pulls an enemy towards him.;70/70/70/70/70;12/11/10/9/8;Ghostwater Dive;Pyke enters Camouflage and gains significant movement speed that decays over time.;50/50/50/50/50;12/11.5/11/10.5/10;Phantom Undertow;Pyke dashes and leaves behind a phantom that will return to him, stunning enemy champions along its path.;40/40/40/40/40;15/15/15/15/15;Death From Below;Pyke blinks to and executes low health enemies, allowing him to cast this spell again and granting additional gold to an ally who assists.;100/100/100;120/100/80
Qiyana;246;Qiyana;Empress of the Elements;28/6/2019;159;2.7%;46.7%;0.6%;7.7/7.4/6.6;0.0010;In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...;0;2;4;8;Middle;Melee;Assassin,Fighter;Mana;590;90;320;50;335;28;3.5;32.1;1.25;150;8.5;0.65;8;0.7;64;3.1;0.625;2.1;Elemental Wrath / Edge of Ixtal;Qiyana swings her weapon, dealing damage with a bonus effect based on her element.;35/35/35/35/35;7/7/7/7/7;Terrashape;Qiyana dashes to a location and enchants her weapon with an element. Her attacks and abilities deal bonus damage while her weapon is enchanted. ;25/30/35/40/45;7/7/7/7/7;Audacity;Qiyana dashes to an enemy, damaging them.;40/45/50/55/60;12/11/10/9/8;Supreme Display of Talent;Qiyana sends out a shockwave that detonates whatever elements she hits with it, stunning and damaging nearby enemies.;100/100/100;120/120/120
Quinn;133;Quinn;Demacia's Wings;1/3/2013;105;1.8%;50.7%;1.2%;1.5/5.7/14.5;0.0000;Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...;9;4;2;5;Top;Ranged;Marksman,Assassin;Mana;532.8;85;268.8;35;335;28;3.5;30;0.5;525;5.5;0.55;6.972;0.4;59;2.4;0.668;3.1;Blinding Assault;Quinn calls Valor to mark an enemy and hinder its vision before damaging all enemies in the immediate area.;50/55/60/65/70;11/10.5/10/9.5/9;Heightened Senses;Passively grants Quinn Attack Speed and Movement Speed after she attacks a <font color='#FFF673'>Vulnerable</font> target. Activate to have Valor reveal a large area nearby.;0/0/0/0/0;50/45/40/35/30;Vault;Quinn dashes to an enemy, dealing physical damage and slowing the target's Movement Speed. Upon reaching the target, she leaps off the target, briefly interrupting it, and lands near her maximum Attack Range away from the target.;50/50/50/50/50;12/11/10/9/8;Behind Enemy Lines;Quinn and Valor team up to fly around at great speed.  Ending the ability casts Skystrike, which deals damage to nearby enemies and marks champions as Vulnerable.;100/50/0;3/3/2003
Rakan;497;Rakan;The Charmer;19/4/2017;147;4.0%;49.3%;0.5%;4.1/5.7/11.2;0.0000;As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...;2;4;8;5;Support;Melee;Support;Mana;540;85;315;50;335;32;3.9;32.1;1.25;300;5;0.5;8.75;0.5;62;3.5;0.635;3;Gleaming Quill;Flings a magical feather that deals magic damage. Striking a champion or epic monster enables Rakan to heal his allies.;60/60/60/60/60;0/0/0/0/0;Grand Entrance;Dashes to a location, knocking up nearby enemies on arrival.;50/60/70/80/90;18/16.5/15/13.5/12;Battle Dance;Flies to an allied champion granting them a shield. Can be re-cast for free for a short duration.;60/70/80/90/100;0/0/0/0/0;The Quickness;Gains movement speed, charming and dealing magic damage to enemies touched.;100/100/100;130/110/90
Rammus;33;Rammus;the Armordillo;10/7/2009;166;2.5%;50.6%;6.0%;7.0/5.5/8.4;0.0005;Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes‚Äîfrom demigod, to sacred oracle, to a mere beast...;4;10;5;5;Jungle;Melee;Tank,Fighter;Mana;564.48;95;310.44;33;335;36;4.3;32.1;1.25;125;8;0.55;7.84;0.5;55.88;3.5;0.656;2.215;Powerball;Rammus accelerates in a ball towards his enemies, dealing damage and slowing targets affected by the impact.;60/60/60/60/60;16/13.5/11/8.5/6;Defensive Ball Curl;Rammus goes into a defensive formation, vastly increasing his Armor and Magic Resistance, amplifying Spiked Shells' damage, and returning damage to enemies that basic attack him, but he is also slowed during this time.;40/40/40/40/40;6/6/6/6/6;Frenzying Taunt;Rammus taunts an enemy champion or monster into a reckless assault against him. Additionally, he gains increased Attack Speed for a short time, but this bonus is extended by having any of his other spells active.;50/50/50/50/50;12/11.5/11/10.5/10;Tremors;Rammus creates waves of destruction pulsing through the ground, causing damage to nearby enemies and slowing them. Turrets take double damage from Tremors.;100/100/100;100/80/60
RekSai;421;Rek'Sai;the Void Burrower;11/12/2014;88;1.4%;51.1%;0.7%;1.8/6.3/16.0;0.0000;An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima‚Äîmerchants, traders, even armed...;8;5;2;3;Jungle;Melee;Fighter;Rage;570;85;100;0;335;36;3.75;32.1;1.25;175;7.5;0.65;0;0;64;3;0.667;2;Queen's Wrath / Prey Seeker;Rek'Sai's next 3 basic attacks deal bonus Physical Damage to nearby enemies.<br><br>While Burrowed, Rek'Sai launches a burst of void-charged earth that deals Physical Damage and reveals enemies hit.;0/0/0/0/0;4/4/4/4/4;Burrow / Un-burrow;Rek'Sai burrows into the ground, gaining new abilities and increased Movement Speed. Her vision range is reduced and she cannot use basic attacks.<br><br>While Burrowed, Rek'Sai may cast Un-burrow to knock up and damage nearby enemies.;0/0/0/0/0;4/4/4/4/4;Furious Bite / Tunnel;Rek'Sai bites her target, dealing double and True Damage if she has max Fury.<br><br>While Burrowed, Rek'Sai creates a re-usable, long lasting tunnel. Enemies can destroy it by standing on top of either entrance.;0/0/0/0/0;12/12/12/12/12;Void Rush;Rek'sai passively marks targets by damaging them. She can activate this ability to become briefly untargetable and lunge at a marked target for heavy damage based on their missing health.;0/0/0;100/90/80
Rell;526;Rell;The Iron Maiden;10/12/2020;165;4.6%;51.0%;2.4%;1.8/6.1/14.4;0.0000;The product of brutal experimentation at the hands of the Black Rose, Rell is a defiant, living weapon determined to topple Noxus. Her childhood was one of misery and horror, enduring unspeakable procedures to perfect and weaponize her magical controlÖ;;;;3;Support;Melee;Vanguard;Mana;610;104;350;45.0;330;36;4.2;30;2.05;175;7.5;0.85;6.0;0.35;55;3.0;0.625;1.5;Shattering Strike;Rell deals magic damage to units in a line, breaking their shields and stunning them.;50/50/50/50/50;11/10.5/10/9.5/9;Ferromancy: Crash Down;Mounted: Rell Dismounts, crashing down in her armor, Knocking enemies up and gaining a large Shield. While dismounted, she gains Armor, Magic Resist, Attack Speed, and Attack Range, but is Slowed. Dismounted: Rell forms her Mount, gaining a burst of speed and Knocking Up the next enemy she attacks.;40/40/40/40/40;11/11/11/11/11;Full Tilt;Passive: Rell gains out of combat Move Speed. Active: Rell and an ally gain ramping Move Speed, doubled toward enemies and each other. Her next Attack explodes, dealing magic damage.;40/40/40/40/40;15/15/15/15/15;Magnet Storm;Rell explodes in a magnetic fury, violently Pulling nearby enemies toward herself. Then Rell constantly Drags nearby enemies toward herself for a short while, dealing magic damage over time.;100/100/100;120/100/80
RenataGlasc;888;Renata Glasc;The Chem-Baroness;17/2/2022;57;1.4%;48.8%;0.3%;5.9/5.9/5.4;0.0007;Renata Glasc rose from the ashes of her childhood home with nothing but her name and her parents' alchemical research. In the decades since, she has become Zaun's wealthiest chem-baron, a business magnate who built her power by tying everyone'sÖ;;;;9;Support;Ranged;Enchanter;Mana;545;94;350;50.0;330;27;4.7;30;1.3;550;5.5;0.55;11.5;0.5;49;3.0;0.625;2.11;Handshake;Renata sends out a missile rooting the first enemy hit, and can recast the ability to throw the unit in a direction.;80/80/80/80/80;16/16/16/16/16;Bailout;Renata buffs an allied champion to fight harder, delaying their death and potentially saving them if they get a takedown.;80/80/80/80/80;28/27/26/25/24;Loyalty Program;Renata sends out a pair of chemtech missiles, shielding allies and damaging and slowing enemies hit.;70/80/90/100/110;14/13/12/11/10;Hostile Takeover;Renata sends out a wave of chemicals, causing any enemies hit to go Berserk.;100/100/100;150/130/110
Renekton;58;Renekton;the Butcher of the Sands;18/1/2011;133;6.3%;49.8%;4.1%;8.1/6.9/6.1;0.0010;Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...;8;5;2;3;Top;Melee;Fighter,Tank;Fury;575;87;100;0;345;35;4;32.1;1.25;125;8;0.75;0;0;69;3.75;0.665;2.75;Cull the Meek;Renekton swings his blade, dealing moderate physical damage to all targets around him, and heals for a small portion of the damage dealt. If he has more than 50 Fury, his damage and heal are increased.;0/0/0/0/0;8/8/8/8/8;Ruthless Predator;Renekton slashes his target twice, dealing moderate physical damage and stuns them for 0.75 seconds. If Renekton has more than 50 Fury, he slashes his target three times, destroying damage shields on the target, dealing high physical damage, and stunning them for 1.5 seconds.;0/0/0/0/0;13/12/11/10/9;Slice and Dice;Renekton dashes, dealing damage to units along the way. Empowered, Renekton deals bonus damage and reduces the Armor of units hit.;0/0/0/0/0;18/17/16/15/14;Dominus;Renekton transforms into the Tyrant form, gaining bonus Health and dealing damage to enemies around him. While in this form, Renekton gains Fury periodically.;0/0/0;120/120/120
Rengar;107;Rengar;the Pridestalker;21/8/2012;97;3.0%;46.2%;3.2%;6.7/6.2/4.7;0.0016;Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...;7;4;2;8;Jungle,Top;Melee;Assassin,Fighter;Ferocity;585;90;4;0;345;34;3;32.1;1.25;125;7;0.5;0;0;68;3;0.667;3;Savagery;Rengar's next attack brutally stabs his target for bonus damage.<br><br>Ferocity effect: deals increased damage and grants Attack Speed.;0/0/0/0/0;0.25/0.25/0.25/0.25/0.25;Battle Roar;Rengar lets out a battle roar, damaging enemies and healing for some of the recent damage he has taken.<br><br>Ferocity effect: additionally breaks crowd control effects.;0/0/0/0/0;0.25/0.25/0.25/0.25/0.25;Bola Strike;Rengar throws a bola, slowing the first target hit for a short duration.<br><br>Ferocity effect: roots the target.;0/0/0/0/0;0.25/0.25/0.25/0.25/0.25;Thrill of the Hunt;Rengar's predatory instincts take over, <font color='#cd90ee'>Camouflaging</font> him and revealing the nearest enemy champion in a large radius around him. During Thrill of the Hunt, Rengar gains Movement Speed and he can leap to the tracked enemy without being in brush, reducing their armor.;0/0/0;110/90/70
